Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference,wrl
2011-10-23,Port Elizabeth,1,2,0,South Africa,Australia,12.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,2,6,0,South Africa,Australia,18.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,3,6,0,South Africa,Australia,12.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,4,6,0,South Africa,Australia,9.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,5,6,0,South Africa,Australia,7.2,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,6,6,0,South Africa,Australia,6.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,7,6,0,South Africa,Australia,5.142857142857143,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,8,6,0,South Africa,Australia,4.5,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,9,10,0,South Africa,Australia,6.666666666666667,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,10,11,0,South Africa,Australia,6.6,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,11,12,0,South Africa,Australia,6.545454545454546,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,12,16,0,South Africa,Australia,8.0,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,13,16,0,South Africa,Australia,7.384615384615385,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,14,20,0,South Africa,Australia,8.571428571428571,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,15,24,0,South Africa,Australia,9.6,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,16,28,0,South Africa,Australia,10.5,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,17,28,0,South Africa,Australia,9.882352941176471,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,18,28,0,South Africa,Australia,9.333333333333334,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,19,29,0,South Africa,Australia,9.157894736842104,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,20,33,0,South Africa,Australia,9.9,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,21,33,0,South Africa,Australia,9.428571428571429,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,22,34,0,South Africa,Australia,9.272727272727273,South Africa,Australia,South Africa,100.0,0.0
2011-10-23,Port Elizabeth,23,34,1,South Africa,Australia,8.869565217391305,South Africa,Australia,South Africa,100.0,0.62
2011-10-23,Port Elizabeth,24,34,1,South Africa,Australia,8.5,South Africa,Australia,South Africa,100.0,0.62
2011-10-23,Port Elizabeth,25,34,1,South Africa,Australia,8.16,South Africa,Australia,South Africa,100.0,0.62
2011-10-23,Port Elizabeth,26,35,1,South Africa,Australia,8.076923076923077,South Africa,Australia,South Africa,100.0,0.62
2011-10-23,Port Elizabeth,27,35,1,South Africa,Australia,7.777777777777778,South Africa,Australia,South Africa,100.0,0.62
