Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won
2006-11-27,Potchefstroom,1,0,0,Canada,Canada,0,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,2,4,0,Canada,Canada,12,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,3,5,0,Canada,Canada,10,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,4,5,0,Canada,Canada,7,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,5,5,0,Canada,Canada,6,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,6,5,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,7,5,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,8,5,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,9,5,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,10,5,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,11,5,0,Canada,Canada,2,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,12,7,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,13,7,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,14,7,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,15,7,0,Canada,Canada,2,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,16,7,0,Canada,Canada,2,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,17,8,0,Canada,Canada,2,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,18,9,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,18,10,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,19,11,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,20,12,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,21,12,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,22,13,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,23,13,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,24,13,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,25,13,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,26,15,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,27,15,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,28,16,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,29,20,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,30,20,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,31,20,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,32,21,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,33,22,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,34,22,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,35,22,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,36,23,0,Canada,Canada,3,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,37,27,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,38,33,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,39,33,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,40,34,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,41,34,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,42,35,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,43,35,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,44,36,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,45,36,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,46,37,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,47,37,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,48,38,0,Canada,Canada,4,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,49,44,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,50,48,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,51,48,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,52,48,0,Canada,Canada,5,Bermuda,Canada,Canada
2006-11-27,Potchefstroom,53,48,0,Canada,Canada,5,Bermuda,Canada,Canada
