Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won
2006-10-24,Ahmedabad,1,0,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,2,0,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,3,0,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,4,0,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,5,0,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,6,1,0,Sri Lanka,Sri Lanka,1,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,6,1,0,Sri Lanka,Sri Lanka,1,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,7,1,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,8,1,0,Sri Lanka,Sri Lanka,0,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,9,2,0,Sri Lanka,Sri Lanka,1,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,10,2,0,Sri Lanka,Sri Lanka,1,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,11,2,0,Sri Lanka,Sri Lanka,1,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,12,6,0,Sri Lanka,Sri Lanka,3,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,13,6,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,14,6,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,15,6,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,16,6,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,17,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,18,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,19,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,20,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,21,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,22,8,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,23,9,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,24,9,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,24,9,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,25,9,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
2006-10-24,Ahmedabad,26,9,0,Sri Lanka,Sri Lanka,2,South Africa,Sri Lanka,South Africa
