Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won
2015-02-15,Hamilton,1,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,2,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,3,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,4,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,5,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,6,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,7,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,8,0,0,Zimbabwe,South Africa,0,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,9,2,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,10,2,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,11,2,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,12,3,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,12,3,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,13,3,0,Zimbabwe,South Africa,1,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,14,7,0,Zimbabwe,South Africa,3,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,15,7,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,16,8,0,Zimbabwe,South Africa,3,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,17,8,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,18,8,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,19,8,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,20,8,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,21,8,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,22,10,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,23,10,0,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,24,10,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,25,10,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,26,11,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,27,12,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,28,12,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,29,12,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,30,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,30,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,31,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,32,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,33,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,34,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,35,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,36,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,37,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,38,13,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,39,17,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,40,17,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,41,19,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,42,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,43,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,44,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,45,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,46,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,47,20,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,48,21,1,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,49,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,50,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,51,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,52,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,53,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,54,21,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,55,22,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,56,22,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,57,22,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,58,22,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,59,28,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,60,28,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,61,29,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,62,29,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,63,30,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,64,30,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,65,30,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,66,30,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,67,31,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,68,33,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,69,34,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,70,34,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,71,34,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,72,34,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,73,34,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
2015-02-15,Hamilton,74,35,2,Zimbabwe,South Africa,2,South Africa,Zimbabwe,South Africa
