Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won
2015-01-18,No Info,1,0,0,India,Australia,0,India,Australia,Australia
2015-01-18,No Info,2,0,0,India,Australia,0,India,Australia,Australia
2015-01-18,No Info,3,0,0,India,Australia,0,India,Australia,Australia
2015-01-18,No Info,4,1,0,India,Australia,1,India,Australia,Australia
2015-01-18,No Info,5,2,0,India,Australia,2,India,Australia,Australia
2015-01-18,No Info,6,2,0,India,Australia,2,India,Australia,Australia
2015-01-18,No Info,6,5,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,7,7,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,8,7,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,9,8,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,10,12,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,11,13,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,12,17,0,India,Australia,8,India,Australia,Australia
2015-01-18,No Info,12,18,0,India,Australia,9,India,Australia,Australia
2015-01-18,No Info,13,18,0,India,Australia,8,India,Australia,Australia
2015-01-18,No Info,14,18,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,15,20,0,India,Australia,8,India,Australia,Australia
2015-01-18,No Info,16,20,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,17,20,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,18,20,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,19,24,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,20,25,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,21,25,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,22,29,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,23,29,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,24,29,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,24,29,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,25,31,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,26,31,0,India,Australia,7,India,Australia,Australia
2015-01-18,No Info,27,31,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,28,31,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,29,31,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,30,32,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,31,32,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,32,32,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,33,33,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,34,34,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,35,34,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,36,34,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,37,34,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,38,35,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,39,36,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,40,36,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,41,37,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,42,38,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,43,42,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,44,42,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,45,43,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,46,47,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,47,47,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,48,49,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,49,49,0,India,Australia,6,India,Australia,Australia
2015-01-18,No Info,50,49,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,51,49,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,52,50,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,53,50,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,54,51,0,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,55,51,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,56,52,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,57,52,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,58,52,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,59,56,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,60,56,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,61,56,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,62,56,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,63,56,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,64,57,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,65,57,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,66,57,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,67,57,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,68,57,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,69,57,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,70,57,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,71,57,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,72,57,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,73,61,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,74,61,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,75,61,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,76,62,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,77,62,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,78,62,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,79,62,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,80,66,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,81,67,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,82,68,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,83,72,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,84,72,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,85,72,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,86,72,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,87,76,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,88,77,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,89,77,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,90,78,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,91,78,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,92,78,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,93,82,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,94,84,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,95,85,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,96,85,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,97,86,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,98,87,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,99,87,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,100,88,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,101,88,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,102,88,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,103,90,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,104,90,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,105,91,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,106,91,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,107,92,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,108,98,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,109,98,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,110,98,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,111,98,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,112,98,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,113,99,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,114,100,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,115,100,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,116,100,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,117,101,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,118,101,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,119,102,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,120,102,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,121,102,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,122,104,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,123,104,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,124,104,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,125,105,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,126,105,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,127,105,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,128,106,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,129,106,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,130,107,1,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,131,111,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,132,112,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,133,113,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,134,114,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,135,115,1,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,136,115,2,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,137,115,2,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,138,115,2,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,139,116,2,India,Australia,5,India,Australia,Australia
2015-01-18,No Info,140,116,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,141,116,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,142,116,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,143,117,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,144,118,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,145,119,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,146,120,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,147,120,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,148,122,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,149,122,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,150,124,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,151,125,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,152,126,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,153,126,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,154,126,2,India,Australia,4,India,Australia,Australia
2015-01-18,No Info,155,127,2,India,Australia,4,India,Australia,Australia
