Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference
2010-01-13,Mirpur,1,1,0,Sri Lanka,India,6,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,2,1,0,Sri Lanka,India,3,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,3,1,1,Sri Lanka,India,2,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,4,1,1,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,5,1,1,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,6,1,1,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,7,2,1,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,8,2,1,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,9,4,1,Sri Lanka,India,2,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,10,4,1,Sri Lanka,India,2,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,11,4,1,Sri Lanka,India,2,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,12,4,2,Sri Lanka,India,2,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,13,4,2,Sri Lanka,India,1,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,14,8,2,Sri Lanka,India,3,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,15,12,2,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,16,12,2,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,17,16,2,Sri Lanka,India,5,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,18,16,2,Sri Lanka,India,5,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,19,16,2,Sri Lanka,India,5,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,20,16,2,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,21,16,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,22,17,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,23,17,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,24,17,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,25,18,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,26,19,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,27,19,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,28,19,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,29,19,3,Sri Lanka,India,3,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,30,19,3,Sri Lanka,India,3,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,31,22,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,32,23,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,33,27,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,34,27,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
2010-01-13,Mirpur,35,27,3,Sri Lanka,India,4,India,Sri Lanka,Sri Lanka,23.99
