Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference
2008-04-12,Trinidad,1,0,0,West Indies,Sri Lanka,0.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,2,0,0,West Indies,Sri Lanka,0.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,3,4,0,West Indies,Sri Lanka,8.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,4,4,0,West Indies,Sri Lanka,6.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,5,4,0,West Indies,Sri Lanka,4.8,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,6,7,0,West Indies,Sri Lanka,7.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,7,8,0,West Indies,Sri Lanka,6.857142857142857,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,8,12,0,West Indies,Sri Lanka,9.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,9,12,0,West Indies,Sri Lanka,8.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,10,12,0,West Indies,Sri Lanka,7.2,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,11,12,0,West Indies,Sri Lanka,6.545454545454546,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,12,12,0,West Indies,Sri Lanka,6.0,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,13,12,0,West Indies,Sri Lanka,5.538461538461538,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,14,12,0,West Indies,Sri Lanka,5.142857142857143,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,15,12,0,West Indies,Sri Lanka,4.8,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,16,13,0,West Indies,Sri Lanka,4.875,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,17,13,0,West Indies,Sri Lanka,4.588235294117647,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,18,13,0,West Indies,Sri Lanka,4.333333333333333,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,19,13,0,West Indies,Sri Lanka,4.105263157894737,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,20,13,0,West Indies,Sri Lanka,3.9,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,21,17,0,West Indies,Sri Lanka,4.857142857142857,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,22,21,0,West Indies,Sri Lanka,5.7272727272727275,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,23,22,0,West Indies,Sri Lanka,5.739130434782608,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,24,22,0,West Indies,Sri Lanka,5.5,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,25,22,0,West Indies,Sri Lanka,5.28,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,26,22,0,West Indies,Sri Lanka,5.076923076923077,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,27,22,0,West Indies,Sri Lanka,4.888888888888889,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,28,22,0,West Indies,Sri Lanka,4.714285714285714,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,29,22,0,West Indies,Sri Lanka,4.551724137931035,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,30,22,0,West Indies,Sri Lanka,4.4,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,31,26,0,West Indies,Sri Lanka,5.032258064516129,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,32,28,0,West Indies,Sri Lanka,5.25,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,33,29,0,West Indies,Sri Lanka,5.2727272727272725,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,34,33,0,West Indies,Sri Lanka,5.823529411764706,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,35,33,0,West Indies,Sri Lanka,5.6571428571428575,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,36,33,0,West Indies,Sri Lanka,5.5,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,36,33,0,West Indies,Sri Lanka,5.5,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,37,33,0,West Indies,Sri Lanka,5.351351351351352,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,38,33,0,West Indies,Sri Lanka,5.2105263157894735,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,39,34,0,West Indies,Sri Lanka,5.230769230769231,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,40,34,0,West Indies,Sri Lanka,5.1,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,41,34,0,West Indies,Sri Lanka,4.975609756097561,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,42,34,0,West Indies,Sri Lanka,4.857142857142857,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,43,34,0,West Indies,Sri Lanka,4.744186046511628,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,44,34,0,West Indies,Sri Lanka,4.636363636363637,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,45,34,0,West Indies,Sri Lanka,4.533333333333333,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,46,34,0,West Indies,Sri Lanka,4.434782608695652,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,47,34,0,West Indies,Sri Lanka,4.340425531914893,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,48,38,0,West Indies,Sri Lanka,4.75,Sri Lanka,West Indies,West Indies,-7284881221.45
2008-04-12,Trinidad,49,38,0,West Indies,Sri Lanka,4.653061224489796,Sri Lanka,West Indies,West Indies,-7284881221.45
