Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference
2015-08-07,No Info,1,1,0,Zimbabwe,Zimbabwe,6.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,2,1,0,Zimbabwe,Zimbabwe,3.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,3,1,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,4,1,0,Zimbabwe,Zimbabwe,1.5,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,5,2,0,Zimbabwe,Zimbabwe,2.4,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,6,2,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,6,2,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,7,3,0,Zimbabwe,Zimbabwe,2.5714285714285716,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,8,3,0,Zimbabwe,Zimbabwe,2.25,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,9,3,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,10,3,0,Zimbabwe,Zimbabwe,1.8,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,11,3,0,Zimbabwe,Zimbabwe,1.6363636363636365,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,12,3,0,Zimbabwe,Zimbabwe,1.5,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,13,3,0,Zimbabwe,Zimbabwe,1.3846153846153846,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,14,3,0,Zimbabwe,Zimbabwe,1.2857142857142858,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,15,5,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,16,6,0,Zimbabwe,Zimbabwe,2.25,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,17,6,0,Zimbabwe,Zimbabwe,2.1176470588235294,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,18,6,0,Zimbabwe,Zimbabwe,2.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,19,6,0,Zimbabwe,Zimbabwe,1.894736842105263,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,20,6,0,Zimbabwe,Zimbabwe,1.8,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,21,12,0,Zimbabwe,Zimbabwe,3.4285714285714284,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,22,12,0,Zimbabwe,Zimbabwe,3.272727272727273,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,23,12,0,Zimbabwe,Zimbabwe,3.130434782608696,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,24,12,0,Zimbabwe,Zimbabwe,3.0,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,25,12,0,Zimbabwe,Zimbabwe,2.88,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,26,12,0,Zimbabwe,Zimbabwe,2.769230769230769,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,27,12,0,Zimbabwe,Zimbabwe,2.6666666666666665,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,28,12,0,Zimbabwe,Zimbabwe,2.5714285714285716,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,29,12,0,Zimbabwe,Zimbabwe,2.4827586206896552,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,30,12,0,Zimbabwe,Zimbabwe,2.4,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,31,12,0,Zimbabwe,Zimbabwe,2.3225806451612905,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,32,13,0,Zimbabwe,Zimbabwe,2.4375,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,33,14,0,Zimbabwe,Zimbabwe,2.5454545454545454,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,34,14,0,Zimbabwe,Zimbabwe,2.4705882352941178,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,35,15,0,Zimbabwe,Zimbabwe,2.5714285714285716,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,36,15,0,Zimbabwe,Zimbabwe,2.5,New Zealand,Zimbabwe,New Zealand,-25.64
2015-08-07,No Info,36,19,0,Zimbabwe,Zimbabwe,3.1666666666666665,New Zealand,Zimbabwe,New Zealand,-25.64
