Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference
2011-03-09,Delhi,1,4,0,Netherlands,India,24.0,Netherlands,India,India,100.0
2011-03-09,Delhi,2,4,0,Netherlands,India,12.0,Netherlands,India,India,100.0
2011-03-09,Delhi,3,4,0,Netherlands,India,8.0,Netherlands,India,India,100.0
2011-03-09,Delhi,4,4,0,Netherlands,India,6.0,Netherlands,India,India,100.0
2011-03-09,Delhi,5,6,0,Netherlands,India,7.2,Netherlands,India,India,100.0
2011-03-09,Delhi,6,6,0,Netherlands,India,6.0,Netherlands,India,India,100.0
2011-03-09,Delhi,7,10,0,Netherlands,India,8.571428571428571,Netherlands,India,India,100.0
2011-03-09,Delhi,8,10,0,Netherlands,India,7.5,Netherlands,India,India,100.0
2011-03-09,Delhi,9,10,0,Netherlands,India,6.666666666666667,Netherlands,India,India,100.0
2011-03-09,Delhi,10,10,0,Netherlands,India,6.0,Netherlands,India,India,100.0
2011-03-09,Delhi,11,14,0,Netherlands,India,7.636363636363637,Netherlands,India,India,100.0
2011-03-09,Delhi,12,14,0,Netherlands,India,7.0,Netherlands,India,India,100.0
2011-03-09,Delhi,13,14,0,Netherlands,India,6.461538461538462,Netherlands,India,India,100.0
2011-03-09,Delhi,14,15,0,Netherlands,India,6.428571428571429,Netherlands,India,India,100.0
2011-03-09,Delhi,15,15,0,Netherlands,India,6.0,Netherlands,India,India,100.0
2011-03-09,Delhi,16,15,0,Netherlands,India,5.625,Netherlands,India,India,100.0
2011-03-09,Delhi,17,15,0,Netherlands,India,5.294117647058823,Netherlands,India,India,100.0
2011-03-09,Delhi,18,15,0,Netherlands,India,5.0,Netherlands,India,India,100.0
2011-03-09,Delhi,19,15,0,Netherlands,India,4.7368421052631575,Netherlands,India,India,100.0
2011-03-09,Delhi,20,15,0,Netherlands,India,4.5,Netherlands,India,India,100.0
2011-03-09,Delhi,21,16,0,Netherlands,India,4.571428571428571,Netherlands,India,India,100.0
2011-03-09,Delhi,22,17,0,Netherlands,India,4.636363636363637,Netherlands,India,India,100.0
2011-03-09,Delhi,23,18,0,Netherlands,India,4.695652173913044,Netherlands,India,India,100.0
2011-03-09,Delhi,24,22,0,Netherlands,India,5.5,Netherlands,India,India,100.0
2011-03-09,Delhi,24,26,0,Netherlands,India,6.5,Netherlands,India,India,100.0
2011-03-09,Delhi,24,30,0,Netherlands,India,7.5,Netherlands,India,India,100.0
