Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference,wrl
2007-07-20,Colombo,1,0,0,Bangladesh,Bangladesh,0.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,2,0,0,Bangladesh,Bangladesh,0.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,3,1,0,Bangladesh,Bangladesh,2.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,4,1,0,Bangladesh,Bangladesh,1.5,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,5,1,0,Bangladesh,Bangladesh,1.2,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,6,1,0,Bangladesh,Bangladesh,1.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,7,1,0,Bangladesh,Bangladesh,0.8571428571428571,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,8,1,0,Bangladesh,Bangladesh,0.75,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,9,5,0,Bangladesh,Bangladesh,3.3333333333333335,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,10,5,0,Bangladesh,Bangladesh,3.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,11,5,0,Bangladesh,Bangladesh,2.727272727272727,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,12,5,0,Bangladesh,Bangladesh,2.5,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,13,6,0,Bangladesh,Bangladesh,2.769230769230769,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,14,6,0,Bangladesh,Bangladesh,2.5714285714285716,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,15,6,0,Bangladesh,Bangladesh,2.4,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,16,6,0,Bangladesh,Bangladesh,2.25,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,17,6,0,Bangladesh,Bangladesh,2.1176470588235294,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,18,6,0,Bangladesh,Bangladesh,2.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,19,7,0,Bangladesh,Bangladesh,2.210526315789474,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,20,7,0,Bangladesh,Bangladesh,2.1,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,21,7,0,Bangladesh,Bangladesh,2.0,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,22,7,0,Bangladesh,Bangladesh,1.9090909090909092,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
2007-07-20,Colombo,23,8,0,Bangladesh,Bangladesh,2.0869565217391304,Sri Lanka,Bangladesh,Sri Lanka,0.0,0.0
