Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference,wrl
2015-04-19,Mirpur,1,1,0,Pakistan,Pakistan,6.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,2,5,0,Pakistan,Pakistan,15.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,3,5,0,Pakistan,Pakistan,10.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,4,5,0,Pakistan,Pakistan,7.5,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,5,5,0,Pakistan,Pakistan,6.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,6,5,0,Pakistan,Pakistan,5.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,6,6,0,Pakistan,Pakistan,6.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,7,6,0,Pakistan,Pakistan,5.142857142857143,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,8,6,0,Pakistan,Pakistan,4.5,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,9,6,0,Pakistan,Pakistan,4.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,10,6,0,Pakistan,Pakistan,3.6,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,11,6,0,Pakistan,Pakistan,3.272727272727273,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,12,6,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,13,7,0,Pakistan,Pakistan,3.230769230769231,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,14,7,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,15,8,0,Pakistan,Pakistan,3.2,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,16,9,0,Pakistan,Pakistan,3.375,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,17,9,0,Pakistan,Pakistan,3.176470588235294,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,18,9,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,19,10,0,Pakistan,Pakistan,3.1578947368421053,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,20,10,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,21,10,0,Pakistan,Pakistan,2.857142857142857,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,22,11,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,23,11,0,Pakistan,Pakistan,2.869565217391304,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,24,12,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,24,12,0,Pakistan,Pakistan,3.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,25,12,0,Pakistan,Pakistan,2.88,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,26,15,0,Pakistan,Pakistan,3.4615384615384617,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,27,15,0,Pakistan,Pakistan,3.3333333333333335,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,28,15,0,Pakistan,Pakistan,3.2142857142857144,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,29,16,0,Pakistan,Pakistan,3.310344827586207,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,30,20,0,Pakistan,Pakistan,4.0,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,31,21,0,Pakistan,Pakistan,4.064516129032258,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,32,21,0,Pakistan,Pakistan,3.9375,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,33,25,0,Pakistan,Pakistan,4.545454545454546,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,34,25,0,Pakistan,Pakistan,4.411764705882353,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,35,29,0,Pakistan,Pakistan,4.9714285714285715,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
2015-04-19,Mirpur,36,29,0,Pakistan,Pakistan,4.833333333333333,Pakistan,Bangladesh,Bangladesh,-4201963035.85,0.0
