Date,Venue,Balls,Runs,Wickets,Toss,Team_Playing,RPO,Team1,Team2,Team_Won,form_difference,wrl
2015-06-21,Mirpur,1,0,0,India,India,0.0,India,Bangladesh,Bangladesh,-2998687221.02,0.0
2015-06-21,Mirpur,2,0,1,India,India,0.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,3,0,1,India,India,0.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,4,3,1,India,India,4.5,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,5,3,1,India,India,3.6,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,6,3,1,India,India,3.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,7,5,1,India,India,4.285714285714286,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,8,5,1,India,India,3.75,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,9,5,1,India,India,3.3333333333333335,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,10,5,1,India,India,3.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,11,9,1,India,India,4.909090909090909,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,12,9,1,India,India,4.5,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,12,10,1,India,India,5.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,12,11,1,India,India,5.5,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,13,12,1,India,India,5.538461538461538,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,14,16,1,India,India,6.857142857142857,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,15,16,1,India,India,6.4,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,16,16,1,India,India,6.0,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,17,16,1,India,India,5.647058823529412,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,18,16,1,India,India,5.333333333333333,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,18,16,1,India,India,5.333333333333333,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,19,16,1,India,India,5.052631578947368,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,20,16,1,India,India,4.8,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,21,16,1,India,India,4.571428571428571,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,22,20,1,India,India,5.454545454545454,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,23,20,1,India,India,5.217391304347826,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,24,21,1,India,India,5.25,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,24,21,1,India,India,5.25,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,25,21,1,India,India,5.04,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,26,23,1,India,India,5.3076923076923075,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,27,23,1,India,India,5.111111111111111,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,28,27,1,India,India,5.785714285714286,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,29,28,1,India,India,5.793103448275862,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,30,28,1,India,India,5.6,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,31,28,1,India,India,5.419354838709677,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,32,28,1,India,India,5.25,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,33,32,1,India,India,5.818181818181818,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,34,32,1,India,India,5.647058823529412,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,35,32,1,India,India,5.485714285714286,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,36,32,1,India,India,5.333333333333333,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,37,32,1,India,India,5.1891891891891895,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,38,33,1,India,India,5.2105263157894735,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,39,33,1,India,India,5.076923076923077,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,40,33,1,India,India,4.95,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,41,33,1,India,India,4.829268292682927,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,42,34,1,India,India,4.857142857142857,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,42,37,1,India,India,5.285714285714286,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,43,37,1,India,India,5.162790697674419,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,44,38,1,India,India,5.181818181818182,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,45,38,1,India,India,5.066666666666666,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,46,38,1,India,India,4.956521739130435,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,47,42,1,India,India,5.361702127659575,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,48,42,1,India,India,5.25,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,49,42,1,India,India,5.142857142857143,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,50,43,1,India,India,5.16,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,51,44,1,India,India,5.176470588235294,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,52,50,1,India,India,5.769230769230769,India,Bangladesh,Bangladesh,-2998687221.02,0.66
2015-06-21,Mirpur,53,50,1,India,India,5.660377358490566,India,Bangladesh,Bangladesh,-2998687221.02,0.66
