Runs,Balls,Toss,Venue,Team1,Team2,Wickets,Date,RPO,form_difference,wrl,Won
221,250,0,Durban,South Africa,India,2,2013-12-08,5.304,-42.94,0.55,1
146,250,1,No Info,South Africa,Pakistan,8,2013-10-30,3.504,100.0,7.41,1
168,250,0,No Info,South Africa,Pakistan,6,2013-10-30,4.032,100.0,2.64,0
168,250,1,No Info,Pakistan,South Africa,6,2013-11-01,4.032,-7284881221.45,3.42,1
203,250,1,Abu Dhabi,South Africa,Pakistan,4,2013-11-06,4.872,48.28,1.45,1
178,250,0,Abu Dhabi,South Africa,Pakistan,8,2013-11-06,4.272,48.28,6.15,0
207,250,1,Abu Dhabi,South Africa,Pakistan,3,2013-11-08,4.968,68.65,0.71,1
204,250,0,Abu Dhabi,South Africa,Pakistan,5,2013-11-08,4.896,68.65,2.07,0
170,250,1,No Info,South Africa,Pakistan,5,2013-11-11,4.08,76.55,2.09,1
241,250,0,Christchurch,New Zealand,Sri Lanka,4,2015-02-14,5.784,0.0,1.82,1
217,250,1,Christchurch,New Zealand,Sri Lanka,8,2015-02-14,5.208,0.0,6.08,0
242,250,0,No Info,Australia,England,5,2015-02-14,5.808,0.0,2.16,1
231,250,1,No Info,Australia,England,9,2015-02-14,5.544,0.0,8.82,0
212,250,0,Hamilton,South Africa,Zimbabwe,4,2015-02-15,5.088,100.0,2.79,1
238,250,1,Hamilton,South Africa,Zimbabwe,6,2015-02-15,5.712,100.0,2.72,0
234,250,1,No Info,India,Pakistan,2,2015-02-15,5.616,0.0,0.76,1
200,250,0,No Info,India,Pakistan,7,2015-02-15,4.8,0.0,5.59,0
196,250,0,Nelson,West Indies,Ireland,5,2015-02-16,4.704,0.0,3.79,0
285,250,1,Nelson,West Indies,Ireland,4,2015-02-16,6.84,0.0,1.04,1
207,250,1,Canberra,Bangladesh,Afghanistan,4,2015-02-18,4.968,0.0,2.18,1
154,250,0,Canberra,Bangladesh,Afghanistan,8,2015-02-18,3.696,0.0,6.18,0
216,250,0,Nelson,United Arab Emirates,Zimbabwe,5,2015-02-19,5.184,0.0,1.64,0
240,250,1,Nelson,United Arab Emirates,Zimbabwe,5,2015-02-19,5.76,0.0,2.88,1
212,250,0,Christchurch,West Indies,Pakistan,5,2015-02-21,5.088,0.0,1.9,1
182,250,0,Dunedin,Afghanistan,Sri Lanka,6,2015-02-22,4.368,0.0,3.29,0
182,250,1,Dunedin,Afghanistan,Sri Lanka,6,2015-02-22,4.368,0.0,2.61,1
244,250,1,No Info,India,South Africa,2,2015-02-22,5.856,0.0,0.83,1
228,250,0,Christchurch,England,Scotland,4,2015-02-23,5.472,0.0,1.58,1
184,250,1,Christchurch,England,Scotland,8,2015-02-23,4.416,0.0,7.06,0
239,250,1,Canberra,West Indies,Zimbabwe,1,2015-02-24,5.736,100.0,0.66,1
269,250,0,Canberra,West Indies,Zimbabwe,9,2015-02-24,6.456,100.0,8.42,0
196,250,0,Brisbane,United Arab Emirates,Ireland,6,2015-02-25,4.704,0.0,3.95,0
200,250,1,Brisbane,United Arab Emirates,Ireland,5,2015-02-25,4.8,0.0,2.09,1
162,250,0,Dunedin,Scotland,Afghanistan,8,2015-02-26,3.888,0.0,7.12,0
155,250,1,Dunedin,Scotland,Afghanistan,8,2015-02-26,3.72,0.0,7.39,1
238,250,1,No Info,Sri Lanka,Bangladesh,1,2015-02-26,5.712,0.0,0.39,1
216,250,0,No Info,Sri Lanka,Bangladesh,7,2015-02-26,5.184,0.0,4.36,0
278,250,1,No Info,South Africa,West Indies,3,2015-02-27,6.672,-1511842963.72,1.34,1
212,250,1,Wellington,England,Sri Lanka,4,2015-03-01,5.088,-1511842963.72,1.72,0
260,250,0,Wellington,England,Sri Lanka,1,2015-03-01,6.24,-1511842963.72,0.46,1
175,250,1,Brisbane,Pakistan,Zimbabwe,6,2015-03-01,4.2,0.0,3.24,1
179,250,0,Brisbane,Pakistan,Zimbabwe,8,2015-03-01,4.296,0.0,6.56,0
302,250,1,Canberra,South Africa,Ireland,4,2015-03-03,7.248,100.0,1.04,1
197,250,0,Canberra,South Africa,Ireland,8,2015-03-03,4.728,100.0,7.34,0
230,250,0,Napier,Pakistan,United Arab Emirates,3,2015-03-04,5.52,100.0,1.1,1
147,250,1,Napier,Pakistan,United Arab Emirates,6,2015-03-04,3.528,100.0,3.2,0
323,250,0,Perth,Australia,Afghanistan,2,2015-03-04,7.752,0.0,0.49,1
243,250,0,Nelson,Scotland,Bangladesh,3,2015-03-05,5.832,0.0,1.63,0
268,250,1,Nelson,Scotland,Bangladesh,4,2015-03-05,6.432,0.0,1.41,1
171,250,1,Perth,West Indies,India,8,2015-03-06,4.104,0.0,7.29,0
212,250,0,Auckland,Pakistan,South Africa,6,2015-03-07,5.088,20.41,2.55,1
239,250,0,Hobart,Ireland,Zimbabwe,3,2015-03-07,5.736,0.0,0.81,1
256,250,1,Hobart,Ireland,Zimbabwe,5,2015-03-07,6.144,0.0,2.26,0
151,250,1,Napier,Afghanistan,New Zealand,8,2015-03-08,3.624,0.0,6.15,0
278,250,1,No Info,Australia,Sri Lanka,4,2015-03-08,6.672,0.0,1.92,1
284,250,0,No Info,Australia,Sri Lanka,6,2015-03-08,6.816,0.0,2.58,0
212,250,0,No Info,Bangladesh,England,4,2015-03-09,5.088,0.0,2.69,1
199,250,1,No Info,Bangladesh,England,6,2015-03-09,4.776,0.0,3.72,0
224,250,1,Hamilton,Ireland,India,6,2015-03-10,5.376,100.0,2.61,0
295,250,1,Hobart,Sri Lanka,Scotland,5,2015-03-11,7.08,0.0,1.78,1
210,250,0,Hobart,Sri Lanka,Scotland,9,2015-03-11,5.04,0.0,8.37,0
250,250,0,Wellington,South Africa,United Arab Emirates,4,2015-03-12,6.0,0.0,1.58,1
177,250,1,Wellington,South Africa,United Arab Emirates,7,2015-03-12,4.248,0.0,4.62,0
194,250,0,Hamilton,Bangladesh,New Zealand,5,2015-03-13,4.656,100.0,2.0,0
223,250,1,Hamilton,Bangladesh,New Zealand,5,2015-03-13,5.352,100.0,1.66,1
235,250,0,Auckland,Zimbabwe,India,4,2015-03-14,5.64,-1203275814.83,2.23,0
215,250,1,Auckland,Zimbabwe,India,4,2015-03-14,5.16,-1203275814.83,2.64,1
166,250,0,Napier,United Arab Emirates,West Indies,7,2015-03-15,3.984,0.0,4.3,0
192,250,1,No Info,Ireland,Pakistan,6,2015-03-15,4.608,0.0,2.77,0
222,250,0,No Info,Ireland,Pakistan,3,2015-03-15,5.328,0.0,0.83,1
224,250,1,No Info,India,Bangladesh,3,2015-03-19,5.376,100.0,1.43,1
178,250,0,No Info,India,Bangladesh,6,2015-03-19,4.272,100.0,3.82,0
188,250,1,No Info,Pakistan,Australia,7,2015-03-20,4.512,36.65,4.01,0
258,250,1,Wellington,New Zealand,West Indies,3,2015-03-21,6.192,-1203275814.83,0.83,1
265,250,1,Auckland,South Africa,New Zealand,4,2015-03-24,6.36,-98.35,1.36,0
280,250,0,Auckland,South Africa,New Zealand,6,2015-03-24,6.72,-98.35,2.87,1
246,250,1,No Info,Australia,India,4,2015-03-26,5.904,20.41,1.36,1
208,250,0,No Info,Australia,India,5,2015-03-26,4.992,20.41,2.41,0
171,250,1,No Info,New Zealand,Australia,7,2015-03-29,4.104,-5.23,4.16,0
230,250,1,No Info,Pakistan,Sri Lanka,2,2013-12-18,5.52,0.0,0.98,1
222,250,0,No Info,Pakistan,Sri Lanka,7,2013-12-18,5.328,0.0,4.06,0
202,250,0,No Info,Pakistan,Sri Lanka,3,2013-12-20,4.848,100.0,1.42,0
216,250,1,No Info,Pakistan,Sri Lanka,5,2013-12-20,5.184,100.0,2.51,1
234,250,0,No Info,Pakistan,Sri Lanka,3,2013-12-22,5.616,-25.64,0.94,1
199,250,1,No Info,Pakistan,Sri Lanka,9,2013-12-22,4.776,-25.64,8.65,0
195,250,1,Abu Dhabi,Sri Lanka,Pakistan,6,2013-12-25,4.68,-105.23,3.51,0
178,250,1,Abu Dhabi,Pakistan,Sri Lanka,7,2013-12-27,4.272,72.46,4.23,0
174,250,0,Abu Dhabi,Pakistan,Sri Lanka,5,2013-12-27,4.176,72.46,1.83,1
198,250,1,No Info,Pakistan,Zimbabwe,5,2013-08-27,4.752,100.0,1.64,0
186,250,0,No Info,Pakistan,Zimbabwe,2,2013-08-27,4.464,100.0,0.49,1
207,250,0,No Info,Pakistan,Zimbabwe,3,2013-08-29,4.968,12.1,1.75,1
206,250,1,No Info,Pakistan,Zimbabwe,8,2013-08-29,4.944,12.1,5.99,0
180,250,0,No Info,Pakistan,Zimbabwe,3,2013-08-31,4.32,58.23,0.71,1
165,250,1,Belfast,Scotland,Ireland,8,2013-09-06,3.96,0.0,6.02,0
180,250,0,Belfast,Scotland,Ireland,7,2013-09-06,4.32,0.0,5.38,1
155,250,0,Auckland,New Zealand,West Indies,9,2013-12-26,3.72,0.0,9.07,0
203,250,1,Nelson,New Zealand,West Indies,3,2014-01-04,4.872,20.41,0.62,1
266,250,0,Hamilton,West Indies,New Zealand,3,2014-01-08,6.384,-183.51,1.63,1
213,250,0,Napier,New Zealand,India,5,2014-01-19,5.112,100.0,1.64,1
220,250,1,Napier,New Zealand,India,4,2014-01-19,5.28,100.0,2.23,0
266,250,0,Hamilton,New Zealand,India,7,2014-01-22,6.384,100.0,4.42,1
252,250,0,Auckland,New Zealand,India,5,2014-01-25,6.048,100.0,2.07,0
243,250,1,Auckland,New Zealand,India,6,2014-01-25,5.832,100.0,3.72,0
194,250,1,Hamilton,India,New Zealand,5,2014-01-28,4.656,-5489469815.25,2.81,0
220,250,0,Hamilton,India,New Zealand,3,2014-01-28,5.28,-5489469815.25,1.09,1
219,250,0,Wellington,New Zealand,India,3,2014-01-31,5.256,100.0,0.9,1
174,250,1,Wellington,New Zealand,India,6,2014-01-31,4.176,100.0,2.85,0
235,250,0,Cardiff,India,England,4,2014-08-27,5.64,0.0,2.17,1
166,250,0,Nottingham,England,India,6,2014-08-30,3.984,-2998687221.02,3.72,0
216,250,1,Nottingham,England,India,4,2014-08-30,5.184,-2998687221.02,1.15,1
171,250,0,Birmingham,England,India,6,2014-09-02,4.104,-5385342380.23,3.01,0
218,250,0,Leeds,England,India,4,2014-09-05,5.232,-7284881221.45,2.2,1
197,250,1,Leeds,England,India,6,2014-09-05,4.728,-7284881221.45,3.52,0
187,250,0,Chester-le-Street,Sri Lanka,England,4,2014-05-25,4.488,-5385342380.23,1.48,1
230,250,0,London,Sri Lanka,England,3,2014-05-31,5.52,-168.58,0.75,1
226,250,1,London,Sri Lanka,England,5,2014-05-31,5.424,-168.58,3.33,0
191,250,1,Birmingham,England,Sri Lanka,6,2014-06-03,4.584,3.99,3.44,0
171,250,0,Birmingham,England,Sri Lanka,4,2014-06-03,4.104,3.99,1.34,1
218,250,0,Mirpur,Bangladesh,New Zealand,5,2013-10-29,5.232,0.0,2.34,1
194,250,1,Mirpur,Bangladesh,New Zealand,6,2013-10-31,4.656,100.0,3.24,1
161,250,0,Mirpur,Bangladesh,New Zealand,8,2013-10-31,3.864,100.0,6.45,0
220,250,0,Fatullah,New Zealand,Bangladesh,3,2013-11-03,5.28,-5385342380.23,1.75,0
248,250,1,Fatullah,New Zealand,Bangladesh,4,2013-11-03,5.952,-5385342380.23,1.76,1
221,250,0,Hambantota,Sri Lanka,New Zealand,5,2013-11-10,5.304,100.0,1.83,0
196,250,1,Kochi,West Indies,India,7,2013-11-21,4.704,0.0,4.81,0
212,250,0,Visakhapatnam,India,West Indies,5,2013-11-24,5.088,100.0,1.87,0
218,250,1,Visakhapatnam,India,West Indies,5,2013-11-24,5.232,100.0,2.65,1
196,250,0,Kanpur,West Indies,India,4,2013-11-27,4.704,20.41,1.29,0
250,250,1,Kanpur,West Indies,India,4,2013-11-27,6.0,20.41,1.45,1
158,250,1,Cape Town,Pakistan,South Africa,7,2013-11-24,3.792,0.0,5.38,1
162,250,0,Cape Town,Pakistan,South Africa,7,2013-11-24,3.888,0.0,5.01,0
224,250,0,Port Elizabeth,Pakistan,South Africa,6,2013-11-27,5.376,100.0,2.94,1
243,250,1,Port Elizabeth,Pakistan,South Africa,4,2013-11-27,5.832,100.0,1.34,0
148,250,0,Centurion,Pakistan,South Africa,8,2013-11-30,3.552,100.0,5.99,0
206,250,1,Mirpur,Sri Lanka,Bangladesh,4,2014-02-20,4.944,100.0,1.51,1
219,250,0,Mirpur,Sri Lanka,Bangladesh,8,2014-02-20,5.256,100.0,6.24,0
192,250,0,Mirpur,Bangladesh,Sri Lanka,5,2014-02-22,4.608,-5385342380.23,1.87,0
213,250,1,Mirpur,Bangladesh,Sri Lanka,4,2014-02-22,5.112,-5385342380.23,1.08,1
275,250,0,Christchurch,Scotland,Canada,3,2014-01-23,6.6,0.0,1.24,1
193,250,0,Lincoln,Netherlands,Kenya,3,2014-01-23,4.632,0.0,0.88,0
174,250,1,Mount Maunganui,Canada,Netherlands,5,2014-01-28,4.176,0.0,2.98,0
208,250,1,Christchurch,Kenya,Scotland,6,2014-01-30,4.992,20.41,3.01,0
191,250,0,Christchurch,Kenya,Scotland,6,2014-01-30,4.584,20.41,3.49,1
156,250,1,Jamaica,Ireland,West Indies,6,2014-02-23,3.744,0.0,3.59,0
159,250,0,Dublin,Sri Lanka,Ireland,6,2014-05-06,3.816,0.0,3.24,1
239,250,1,Fatullah,Sri Lanka,Pakistan,4,2014-02-25,5.736,100.0,1.3,1
239,250,0,Fatullah,Sri Lanka,Pakistan,4,2014-02-25,5.736,100.0,2.59,0
214,250,0,Fatullah,Bangladesh,India,3,2014-02-26,5.136,0.0,0.92,0
236,250,1,Fatullah,Bangladesh,India,2,2014-02-26,5.664,0.0,1.21,1
173,250,0,Fatullah,Pakistan,Afghanistan,6,2014-02-27,4.152,0.0,4.62,1
163,250,1,Fatullah,Pakistan,Afghanistan,6,2014-02-27,3.912,0.0,2.77,0
204,250,0,Fatullah,India,Sri Lanka,5,2014-02-28,4.896,-42.94,1.87,0
207,250,1,Fatullah,India,Sri Lanka,6,2014-02-28,4.968,-42.94,3.12,1
160,250,0,Fatullah,Afghanistan,Bangladesh,5,2014-03-01,3.84,0.0,3.49,1
175,250,1,Fatullah,Afghanistan,Bangladesh,8,2014-03-01,4.2,0.0,6.4,0
181,250,0,Mirpur,India,Pakistan,5,2014-03-02,4.344,-25.64,2.43,0
190,250,1,Mirpur,India,Pakistan,4,2014-03-02,4.56,-25.64,2.66,1
184,250,1,Mirpur,Sri Lanka,Afghanistan,5,2014-03-03,4.416,-25.64,2.26,1
220,250,1,Mirpur,Bangladesh,Pakistan,2,2014-03-04,5.28,-3589930974.04,0.44,0
233,250,0,Mirpur,Bangladesh,Pakistan,5,2014-03-04,5.592,-3589930974.04,1.66,1
152,250,0,Mirpur,Afghanistan,India,9,2014-03-05,3.648,100.0,8.75,0
157,250,1,Mirpur,Bangladesh,Sri Lanka,5,2014-03-06,3.768,-1899538841.22,2.8,0
161,250,0,Mirpur,Bangladesh,Sri Lanka,6,2014-03-06,3.864,-1899538841.22,3.01,1
180,250,1,Mirpur,Pakistan,Sri Lanka,4,2014-03-08,4.32,-45.37,1.51,0
233,250,0,Mirpur,Pakistan,Sri Lanka,4,2014-03-08,5.592,-45.37,1.02,1
254,250,1,Durban,South Africa,West Indies,5,2015-01-16,6.096,0.0,1.74,1
302,250,0,Johannesburg,South Africa,West Indies,1,2015-01-18,7.248,100.0,0.19,1
253,250,1,Johannesburg,South Africa,West Indies,7,2015-01-18,6.072,100.0,4.06,0
194,250,0,Port Elizabeth,South Africa,West Indies,5,2015-01-25,4.656,100.0,2.37,0
206,250,1,Port Elizabeth,South Africa,West Indies,7,2015-01-25,4.944,100.0,4.57,1
350,250,0,Centurion,South Africa,West Indies,5,2015-01-28,8.4,48.28,1.66,1
203,250,1,No Info,Australia,Pakistan,5,2014-10-07,4.872,0.0,1.79,1
189,250,1,No Info,Pakistan,Australia,5,2014-10-10,4.536,-2998687221.02,2.03,0
204,250,0,No Info,Pakistan,Australia,5,2014-10-10,4.896,-2998687221.02,2.41,1
176,250,1,Abu Dhabi,Australia,Pakistan,6,2014-10-12,4.224,100.0,3.52,1
191,250,0,Abu Dhabi,Australia,Pakistan,6,2014-10-12,4.584,100.0,3.38,0
169,250,0,Dublin,Scotland,Ireland,7,2014-09-10,4.056,-2998687221.02,4.65,0
206,250,1,Dublin,Scotland,Ireland,7,2014-09-10,4.944,-2998687221.02,5.13,1
175,250,0,Dublin,Ireland,Scotland,6,2014-09-12,4.2,100.0,3.12,0
210,250,1,Dublin,Ireland,Scotland,2,2014-09-12,5.04,100.0,0.53,1
239,250,1,Colombo,South Africa,Sri Lanka,3,2014-07-06,5.736,0.0,0.98,1
220,250,1,No Info,Sri Lanka,South Africa,4,2014-07-09,5.28,-2998687221.02,2.05,1
259,250,1,Hambantota,South Africa,Sri Lanka,3,2014-07-12,6.216,-25.64,0.69,1
249,250,0,Hambantota,South Africa,Sri Lanka,7,2014-07-12,5.976,-25.64,3.98,0
164,250,0,Grenada,Bangladesh,West Indies,5,2014-08-20,3.936,0.0,2.75,0
182,250,0,Grenada,West Indies,Bangladesh,4,2014-08-22,4.368,100.0,1.25,1
262,250,1,St Kitts,West Indies,Bangladesh,2,2014-08-25,6.288,100.0,1.4,1
180,250,0,St Kitts,West Indies,Bangladesh,6,2014-08-25,4.32,100.0,2.77,0
230,250,0,Bulawayo,South Africa,Zimbabwe,1,2014-08-17,5.52,100.0,0.44,1
187,250,1,Bulawayo,South Africa,Zimbabwe,6,2014-08-17,4.488,100.0,2.87,0
210,250,0,Bulawayo,South Africa,Zimbabwe,6,2014-08-19,5.04,100.0,3.06,1
134,250,1,Bulawayo,South Africa,Zimbabwe,7,2014-08-19,3.216,100.0,5.3,0
229,250,0,No Info,Australia,Zimbabwe,3,2014-08-25,5.496,0.0,0.95,1
247,250,0,No Info,Australia,South Africa,4,2014-08-27,5.928,-93.35,1.09,0
281,250,1,No Info,Australia,South Africa,3,2014-08-27,6.744,-93.35,0.88,1
189,250,0,No Info,South Africa,Zimbabwe,7,2014-08-29,4.536,100.0,4.97,1
144,250,1,No Info,Australia,Zimbabwe,5,2014-08-31,3.456,100.0,3.29,0
172,250,0,No Info,Australia,Zimbabwe,7,2014-08-31,4.128,100.0,4.85,1
187,250,0,No Info,Australia,South Africa,5,2014-09-02,4.488,-263.1,1.66,1
214,250,1,No Info,Australia,South Africa,7,2014-09-02,5.136,-263.1,4.3,0
184,250,0,No Info,South Africa,Zimbabwe,4,2014-09-04,4.416,30.04,2.28,1
177,250,1,No Info,South Africa,Zimbabwe,8,2014-09-04,4.248,30.04,6.62,0
153,250,0,No Info,Australia,South Africa,8,2014-09-06,3.672,-139.41,6.91,0
185,250,0,Kuala Lumpur,Afghanistan,United Arab Emirates,4,2014-05-02,4.44,0.0,2.15,1
223,250,1,Kuala Lumpur,Afghanistan,United Arab Emirates,9,2014-05-02,5.352,0.0,8.42,0
145,250,0,Kuala Lumpur,Hong Kong,United Arab Emirates,6,2014-05-04,3.48,0.0,3.38,0
124,250,1,Kuala Lumpur,Hong Kong,United Arab Emirates,8,2014-05-04,2.976,0.0,6.62,1
181,250,0,No Info,New Zealand,Pakistan,6,2014-12-08,4.344,0.0,3.34,0
187,250,1,No Info,New Zealand,Pakistan,6,2014-12-08,4.488,0.0,4.53,1
213,250,1,No Info,Pakistan,New Zealand,7,2014-12-12,5.112,100.0,4.3,0
218,250,0,No Info,Pakistan,New Zealand,5,2014-12-12,5.232,100.0,2.9,1
256,250,1,No Info,Pakistan,New Zealand,4,2014-12-14,6.144,-25.64,1.45,1
225,250,1,Abu Dhabi,New Zealand,Pakistan,3,2014-12-17,5.4,-105.23,0.96,1
225,250,0,Abu Dhabi,New Zealand,Pakistan,5,2014-12-17,5.4,-105.23,2.43,0
200,250,1,Abu Dhabi,New Zealand,Pakistan,2,2014-12-19,4.8,20.41,1.06,1
190,250,0,Abu Dhabi,New Zealand,Pakistan,7,2014-12-19,4.56,20.41,4.65,0
313,250,0,Birmingham,England,New Zealand,6,2015-06-09,7.512,-6897185343.96,4.56,1
312,250,1,London,New Zealand,England,4,2015-06-12,7.488,45.37,1.09,1
324,250,0,London,New Zealand,England,7,2015-06-12,7.776,45.37,5.32,0
288,250,1,Southampton,England,New Zealand,6,2015-06-14,6.912,-168.58,2.55,0
256,250,0,Southampton,England,New Zealand,4,2015-06-14,6.144,-168.58,1.18,1
251,250,1,Nottingham,New Zealand,England,4,2015-06-17,6.024,76.55,1.04,0
327,250,0,Nottingham,New Zealand,England,3,2015-06-17,7.848,76.55,0.78,1
213,250,0,Chester-le-Street,New Zealand,England,6,2015-06-20,5.112,17.83,2.58,0
224,250,1,Southampton,Australia,England,6,2015-09-03,5.376,-42.94,3.51,1
232,250,0,Southampton,Australia,England,8,2015-09-03,5.568,-42.94,6.4,0
229,250,0,London,Australia,England,5,2015-09-05,5.496,36.65,1.9,1
244,250,1,London,Australia,England,9,2015-09-05,5.856,36.65,8.37,0
242,250,1,Manchester,England,Australia,4,2015-09-08,5.808,-168.31,1.26,1
188,250,0,Manchester,England,Australia,9,2015-09-08,4.512,-168.31,8.58,0
215,250,1,Leeds,Australia,England,7,2015-09-11,5.16,27.53,3.98,0
252,250,0,Leeds,Australia,England,5,2015-09-11,6.048,27.53,1.96,1
199,250,1,Mirpur,Bangladesh,India,5,2014-06-15,4.776,0.0,1.7,0
228,250,0,Hambantota,Sri Lanka,Pakistan,6,2014-08-23,5.472,0.0,2.61,0
251,250,1,Hambantota,Sri Lanka,Pakistan,5,2014-08-23,6.024,0.0,3.87,1
217,250,1,Hambantota,Sri Lanka,Pakistan,6,2014-08-26,5.208,-2998687221.02,3.34,1
227,250,0,Hambantota,Sri Lanka,Pakistan,7,2014-08-26,5.448,-2998687221.02,4.3,0
193,250,0,Mount Maunganui,New Zealand,South Africa,9,2014-10-21,4.632,0.0,8.98,0
176,250,1,Mount Maunganui,New Zealand,South Africa,4,2014-10-21,4.224,0.0,2.49,1
228,250,0,Mount Maunganui,South Africa,New Zealand,2,2014-10-24,5.472,100.0,0.63,1
173,250,1,Mount Maunganui,South Africa,New Zealand,9,2014-10-24,4.152,100.0,9.06,0
161,250,1,Christchurch,Sri Lanka,New Zealand,5,2015-01-11,3.864,100.0,2.0,0
210,250,0,Christchurch,Sri Lanka,New Zealand,7,2015-01-11,5.04,100.0,4.36,1
196,250,1,Hamilton,New Zealand,Sri Lanka,7,2015-01-15,4.704,9.46,4.95,0
214,250,0,Hamilton,New Zealand,Sri Lanka,3,2015-01-15,5.136,9.46,1.24,1
220,250,1,Nelson,Sri Lanka,New Zealand,4,2015-01-20,5.28,43.2,1.85,0
212,250,0,Nelson,Sri Lanka,New Zealand,4,2015-01-20,5.088,43.2,1.93,1
247,250,0,Dunedin,New Zealand,Sri Lanka,5,2015-01-23,5.928,51.28,4.05,1
245,250,1,Dunedin,New Zealand,Sri Lanka,8,2015-01-23,5.88,51.28,5.99,0
243,250,1,Dunedin,New Zealand,Sri Lanka,3,2015-01-25,5.832,72.46,1.1,1
221,250,1,Wellington,Sri Lanka,New Zealand,4,2015-01-29,5.304,-461.44,1.35,1
219,250,0,Wellington,Sri Lanka,New Zealand,8,2015-01-29,5.256,-461.44,6.08,0
197,250,0,Wellington,Pakistan,New Zealand,6,2015-01-31,4.728,-5798036964.15,3.77,0
260,250,1,Napier,New Zealand,Pakistan,3,2015-02-03,6.24,100.0,0.8,1
241,250,0,Napier,New Zealand,Pakistan,7,2015-02-03,5.784,100.0,4.73,0
236,250,0,Colombo,Sri Lanka,England,3,2014-11-26,5.664,100.0,0.93,1
253,250,1,Colombo,Sri Lanka,England,7,2014-11-26,6.072,100.0,4.48,0
180,250,1,Colombo,England,Sri Lanka,9,2014-11-29,4.32,-4510530184.75,8.28,0
199,250,1,Colombo,England,Sri Lanka,5,2014-12-07,4.776,-42.94,2.55,0
215,250,0,Colombo,England,Sri Lanka,4,2014-12-07,5.16,-42.94,1.08,1
182,250,0,No Info,Sri Lanka,England,5,2014-12-10,4.368,62.77,1.83,0
203,250,1,No Info,Sri Lanka,England,3,2014-12-10,4.872,62.77,1.39,1
217,250,1,No Info,Sri Lanka,England,4,2014-12-13,5.208,3.99,1.36,1
221,250,1,Colombo,Sri Lanka,England,3,2014-12-16,5.304,36.11,1.21,1
197,250,0,Colombo,Sri Lanka,England,9,2014-12-16,4.728,36.11,8.4,0
211,250,0,Perth,Australia,South Africa,5,2014-11-14,5.064,0.0,3.23,1
222,250,1,Perth,Australia,South Africa,9,2014-11-14,5.328,0.0,8.28,0
154,250,1,Perth,Australia,South Africa,9,2014-11-16,3.696,100.0,8.62,0
247,250,1,Canberra,Australia,South Africa,3,2014-11-19,5.928,-25.64,0.71,1
238,250,0,Canberra,Australia,South Africa,6,2014-11-19,5.712,-25.64,3.01,0
223,250,1,No Info,South Africa,Australia,4,2014-11-21,5.352,-105.23,1.5,0
194,250,0,No Info,South Africa,Australia,5,2014-11-21,4.656,-105.23,3.72,1
209,250,1,No Info,South Africa,Australia,5,2014-11-23,5.016,-263.1,1.78,0
251,250,0,No Info,South Africa,Australia,4,2014-11-23,6.024,-263.1,1.09,1
216,250,1,No Info,India,Australia,4,2015-01-18,5.184,-8488157036.28,1.68,0
226,250,0,No Info,India,Australia,4,2015-01-18,5.424,-8488157036.28,1.15,1
172,250,1,No Info,England,Australia,7,2015-01-16,4.128,-8796724185.17,4.36,0
254,250,0,Hobart,England,Australia,4,2015-01-23,6.096,-133.48,1.02,0
245,250,1,Hobart,England,Australia,5,2015-01-23,5.88,-133.48,2.26,1
161,250,0,Perth,India,England,6,2015-01-30,3.864,-2386655159.21,3.06,0
177,250,1,Perth,India,England,5,2015-01-30,4.248,-2386655159.21,4.05,1
203,250,0,Perth,Australia,England,5,2015-02-01,4.872,3.99,1.74,1
190,250,0,Bulawayo,Afghanistan,Zimbabwe,5,2014-07-20,4.56,0.0,2.03,0
247,250,1,Bulawayo,Afghanistan,Zimbabwe,1,2014-07-20,5.928,0.0,0.24,1
197,250,0,Bulawayo,Zimbabwe,Afghanistan,3,2014-07-22,4.728,100.0,0.88,0
191,250,1,Bulawayo,Zimbabwe,Afghanistan,5,2014-07-22,4.584,100.0,1.83,1
203,250,0,Bulawayo,Afghanistan,Zimbabwe,5,2014-07-24,4.872,20.41,2.67,1
210,250,0,Chittagong,Bangladesh,Zimbabwe,4,2014-11-21,5.04,-1899538841.22,2.83,1
186,250,1,Chittagong,Bangladesh,Zimbabwe,9,2014-11-21,4.464,-1899538841.22,8.58,0
189,250,1,Chittagong,Bangladesh,Zimbabwe,4,2014-11-23,4.536,49.58,1.51,1
177,250,0,Chittagong,Bangladesh,Zimbabwe,7,2014-11-23,4.248,49.58,3.98,0
216,250,0,Mirpur,Bangladesh,Zimbabwe,3,2014-11-26,5.184,77.66,1.03,1
183,250,1,Mirpur,Bangladesh,Zimbabwe,7,2014-11-28,4.392,100.0,4.36,1
186,250,0,Mirpur,Bangladesh,Zimbabwe,6,2014-11-28,4.464,100.0,3.01,0
256,250,0,Kochi,West Indies,India,3,2014-10-08,6.144,0.0,1.7,1
202,250,1,Delhi,India,West Indies,5,2014-10-11,4.848,-2998687221.02,1.78,1
194,250,0,Delhi,India,West Indies,5,2014-10-11,4.656,-2998687221.02,1.83,0
248,250,0,Dharmasala,India,West Indies,2,2014-10-17,5.952,20.41,0.84,1
225,250,1,Dharmasala,India,West Indies,7,2014-10-17,5.4,20.41,4.23,0
280,250,0,Cuttack,India,Sri Lanka,2,2014-11-02,6.72,100.0,0.47,1
208,250,1,Ahmedabad,Sri Lanka,India,7,2014-11-06,4.992,-7284881221.45,4.36,0
248,250,0,Ahmedabad,Sri Lanka,India,2,2014-11-06,5.952,-7284881221.45,0.84,1
